ImageName MaxDepth
009114 152.0
001931 105.09889221191406
007903 152.0
002019 27.116853713989258
006171 19.35116195678711
000672 221.6666717529297
006716 74.4072494506836
002569 17.1340274810791
008522 152.0
008708 152.0
011889 21.146751403808594
007396 51.83448028564453
003875 17.387840270996094
005937 19.567323684692383
005616 11.808612823486328
009823 35.083168029785156
007589 86.4835433959961
005406 10.660751342773438
002609 17.010297775268555
007719 106.796875
005821 20.099340438842773
001239 156.4705810546875
005388 10.835997581481934
001531 156.4705810546875
011709 117.33332824707031
012580 16.314414978027344
010004 117.33332824707031
005769 110.83333587646484
012018 61.58425521850586
006027 20.448820114135742
002880 32.496192932128906
010082 117.33332824707031
007710 117.33332824707031
000590 221.6666717529297
002238 31.036775588989258
003232 18.148395538330078
000873 221.6666717529297
008105 146.4788055419922
010002 117.33332824707031
005447 11.65886116027832
010789 25.256406784057617
007614 72.25242614746094
004333 13.495855331420898
003731 16.94489288330078
001416 156.4705810546875
002869 32.786685943603516
006793 50.366554260253906
012354 82.13333129882812
011154 44.18596267700195
011290 117.33332824707031
001513 156.4705810546875
004177 13.404541015625
010639 111.0647201538086
002515 18.59636116027832
000316 221.6666717529297
005295 15.84652042388916
002235 27.852697372436523
002469 17.66568946838379
009189 152.0
011231 96.69598388671875
001912 156.4705810546875
011394 117.33332824707031
002862 32.90285110473633
000079 156.4705810546875
011949 82.13333129882812
005799 19.64272117614746
010054 117.33332824707031
002724 17.229209899902344
009227 54.97637176513672
009614 31.833269119262695
012069 82.13333129882812
004584 15.082619667053223
008666 152.0
005219 14.084702491760254
009493 81.67835998535156
004023 16.915592193603516
011753 117.33332824707031
011367 73.72057342529297
000395 110.83333587646484
007384 49.184879302978516
008683 152.0
000336 110.83333587646484
006588 147.15213012695312
002417 18.58855628967285
008072 152.0
007545 52.26874923706055
003920 17.260848999023438
000571 110.83333587646484
003577 17.386144638061523
001397 156.4705810546875
006186 18.17831802368164
010957 30.780651092529297
001197 156.4705810546875
010402 105.55175018310547
012088 82.13333129882812
011445 82.08087921142578
012445 82.13333129882812
005008 14.817889213562012
010698 100.0015640258789
005996 16.89116668701172
002249 31.882112503051758
012548 12.2466402053833
005223 14.733908653259277
007512 117.33332824707031
000296 110.83333587646484
000004 11.926298141479492
004411 12.998846054077148
000559 110.83333587646484
000765 110.83333587646484
004747 22.120466232299805
009347 117.33332824707031
011211 117.33332824707031
007904 152.0
011291 117.33332824707031
003119 18.284841537475586
008182 49.756526947021484
000537 221.6666717529297
010074 117.33332824707031
011272 117.33332824707031
005212 14.38766098022461
